"tkw","testw","length","width","Hard","Prot","SDS","PHT"
1.6202279592078,1.94219467559079,0.592252367633511,0.5915664212581,-0.482314869986027,-1.6275673146471,-2.64667536394214,1.35542116105947
-0.749077441607886,-0.199763058170029,-0.000360721010479026,-0.945801646981682,1.46250315415118,0.128816917215845,1.07280118086589,0.824865960470789
-1.73372384194687,-2.68171408300398,0.69531551348464,-1.76573128337623,0.879057746910019,1.05322967082792,0.924022119073568,-0.23624444070657
-0.0105926413536468,1.05821211880061,-0.0518922939360447,-0.382100021960429,1.46250315415118,-1.07291966247986,0.924022119073568,0.196059796810131
0.266339158741693,0.75221815683478,0.798378659335769,-1.048292851531,2.04594856139235,0.0363756418546358,0.328905871904284,-0.609598100380085
0.389419958784066,-0.539756349243173,1.49405489383089,-1.20202965835498,-0.482314869986027,1.33055349691154,0.180126810111963,-0.0397425145626149
-2.22604704211636,-2.40971945014547,-1.05675796598455,-2.07320489702419,1.26802135173746,1.60787732299516,0.924022119073568,0.726614997398811
-0.518300941528436,0.174229562010433,-0.644505382580035,-0.792064840157705,0.490094142082578,-2.36709751753676,-0.414989437057321,-0.76679964129525
-0.17982874141191,0.174229562010433,-0.567208023191687,0.181601603060824,0.295612339668857,-1.53512603928589,0.328905871904284,-0.334495403778548
0.527885858831736,1.70419937183958,-0.489910663803342,0.642812023532761,0.879057746910019,0.775905844744297,1.51913836624285,0.392561722954086
-0.13367344139602,0.956214131478665,0.360360289468471,-1.048292851531,1.85146675897862,0.22125819257705,1.07280118086589,-1.61175792371426
-0.395220141486063,-0.641754336565116,1.03027073750081,-1.09953845380566,1.07353954932374,0.591023294021883,1.22158024265821,1.43402193151705
-0.502915841523139,0.480223523976261,-0.979460606596203,-0.740819237883044,-0.0933512651585855,-1.81244986536952,0.0313477483196424,-0.020092321948219
0.0817179586781331,-0.267761716384654,1.21063124274028,-0.0233808060378135,0.879057746910019,0.406140743299465,1.07280118086589,1.6501740502754
-0.779847641618479,0.820216815049405,-1.31441583061237,0.130356000786166,0.101130537255136,-2.64442134362039,0.924022119073568,-0.157643670248988
-1.36448144181975,1.22820876433718,-1.82973155986802,-0.535836828784406,-0.0933512651585855,-0.51827201031261,1.22158024265821,-0.806100026524041
-1.22601554177208,0.174229562010433,-0.902163247207856,-0.894556044707023,0.879057746910019,-0.425830734951402,0.924022119073568,0.372911530339692
-0.349064841470173,0.786217485942093,-0.773334314893945,-0.330854419685768,-0.0933512651585855,-2.8293038943428,0.328905871904284,-1.23840426404074
-0.195213841417207,0.990213460585978,-0.541442236728906,-0.125872010587132,0.101130537255136,-0.795595836396233,0.775243057281247,0.313960952496504
-1.77987914196276,-0.573755678350486,-1.46901054938907,-0.484591226509748,-0.287833067572306,-1.35024348856348,0.477684933696605,-0.806100026524041
0.281724258746989,0.412224865761636,1.3394601750542,-0.894556044707023,1.46250315415118,0.128816917215845,0.477684933696605,-1.29735484188393
0.0817179586781331,0.956214131478665,-0.644505382580035,-0.0233808060378135,0.295612339668857,0.128816917215845,0.477684933696605,1.78772539857617
-0.502915841523139,0.616220840405521,-0.618739596117253,-0.740819237883044,0.490094142082578,-2.36709751753676,0.180126810111963,-0.37379578900734
-1.30294104179856,1.36420608076644,-2.49964200790035,-0.125872010587132,0.490094142082578,0.313699467938259,1.37035930445053,-0.275544825935362
-0.2259840414278,0.582221511298208,0.128468211303432,-0.740819237883044,0.490094142082578,-0.795595836396233,0.924022119073568,-0.275544825935362
-0.595226441554919,0.446224194868948,-0.206487012712737,-0.587082431059067,0.684575944496299,-0.980478387118648,0.775243057281247,-0.0790428997914065
-0.17982874141191,0.718218827727463,0.231531357154561,-0.792064840157705,0.295612339668857,-0.240948184228988,0.626463995488926,1.41437173890265
2.17409155939848,0.888215473264035,1.21063124274028,1.92395208039925,-2.0381692892958,-0.51827201031261,-2.20033817856517,-0.020092321948219
-0.733692341602589,0.548222182190891,-1.08252375244733,-0.792064840157705,0.295612339668857,-2.45953879289797,0.0313477483196424,-1.29735484188393
-1.45679204185153,0.718218827727463,-1.77819998694245,-0.740819237883044,0.684575944496299,-0.333389459590195,1.22158024265821,0.942767116157162
-1.33371124180916,-1.28774158960409,-0.232252799175519,-0.433345624235087,1.46250315415118,1.14567094618913,0.626463995488926,-0.020092321948219
0.220183858725803,-0.505757020135856,0.875676018724116,0.130356000786166,-0.287833067572306,1.05322967082792,0.477684933696605,0.746265190013207
-0.379835041480766,-1.55973622246261,0.566486581170729,-0.945801646981682,1.46250315415118,1.42299477227275,0.477684933696605,-0.020092321948219
-1.11831984173501,-1.42373890603335,-0.541442236728906,0.437829614434123,-0.0933512651585855,1.42299477227275,-0.266210375265,2.73093464406716
-0.533686041533733,1.12621077701524,-0.644505382580035,0.0791103985115055,0.879057746910019,0.591023294021883,0.775243057281247,-0.452396559464921
-0.441375441501953,-0.131764399955399,-0.92792903367064,0.0278647962368471,-0.482314869986027,0.22125819257705,0.924022119073568,0.392561722954086
0.0663328586728364,0.956214131478665,0.308828716542908,-0.689573635608386,0.879057746910019,-0.610713285673817,0.626463995488926,-0.452396559464921
1.1586749590489,-0.437758361921226,1.05603652396359,0.899040034906057,1.26802135173746,-0.980478387118648,-0.861326622434283,0.137109218966945
-0.08751814138013,-1.32174091871141,0.154233997766213,1.15526804627935,-0.287833067572306,-0.703154561035026,-0.861326622434283,-0.020092321948219
1.28175575909127,-0.709752994779746,0.721081299947424,2.18018009177254,0.684575944496299,0.591023294021883,0.775243057281247,-1.84756023508701
0.881743158953559,0.174229562010433,-0.206487012712737,1.87270647812459,0.684575944496299,-0.88803711175744,0.0313477483196424,-0.41309617423613
1.08174945902242,0.514222853083578,1.80324433138428,-0.382100021960429,-0.0933512651585855,0.22125819257705,-0.266210375265,-0.000442129333824614
0.574041158847626,-0.913748969423631,0.952973378112464,-0.0233808060378135,0.101130537255136,-0.703154561035026,-0.414989437057321,0.353261337725296
0.666351758879406,0.072231574688491,0.128468211303432,1.66772406902595,-0.0933512651585855,-1.90489114073072,-0.117431313472679,-0.707849063452063
1.38945145912835,-0.165763729062711,1.54558646675645,0.0791103985115055,-0.676796672399749,-1.99733241609193,0.0313477483196424,-0.825750219138436
-0.549071141539029,0.582221511298208,-0.799100101356727,0.0791103985115055,-0.287833067572306,1.60787732299516,0.924022119073568,0.706964804784415
1.1432898590436,-1.21974293138946,1.00450495103803,1.25775925082867,1.26802135173746,-1.53512603928589,-1.0101056842266,1.17856942752991
1.51253225917072,0.378225536654318,0.746847086410206,0.950285637180718,0.295612339668857,0.591023294021883,0.626463995488926,0.667664419555625
-0.502915841523139,-1.52573689335529,0.10270242484065,0.540320818983442,0.295612339668857,-1.53512603928589,0.924022119073568,-2.37811543567568
0.2355689587311,-1.28774158960409,1.31369438859141,-0.177117612861791,0.684575944496299,0.868347120105503,0.924022119073568,-0.982951760053602
1.78946405926606,-0.539756349243173,0.978739164575245,1.92395208039925,0.879057746910019,-1.99733241609193,-0.712547560641963,1.13926904230112
1.71253855923958,-0.709752994779746,0.721081299947424,2.02644328494857,-0.482314869986027,0.406140743299465,1.07280118086589,-0.020092321948219
-0.487530741517843,0.072231574688491,-0.464144877340558,0.386584012159462,-0.0933512651585855,-0.795595836396233,0.180126810111963,0.0781586411237587
0.958668658980042,0.242228220225063,0.437657648856819,1.82146087584993,-0.676796672399749,-1.81244986536952,-1.30766380781125,-0.76679964129525
1.05097925901182,-1.01574695674557,1.46828910736811,0.796548830356738,0.490094142082578,-0.51827201031261,0.626463995488926,1.09996865707233
1.1279047590383,-0.981747627638261,1.3394601750542,0.74530322808208,0.101130537255136,-0.51827201031261,0.477684933696605,0.982067501385952
0.774047458916482,0.106230903795803,0.566486581170729,0.642812023532761,1.07353954932374,-0.51827201031261,0.477684933696605,-0.0593927071770107
-0.379835041480766,0.310226878439688,-0.824865887819511,-0.330854419685768,-0.482314869986027,-0.333389459590195,0.180126810111963,-0.216594248092174
-0.672151941581403,-0.403759032813914,-0.103423866861608,-0.0746264083124718,0.879057746910019,0.406140743299465,0.626463995488926,0.0585084485093628
-0.349064841470173,-1.96772817175038,1.36522596151698,-0.587082431059067,-0.871278474813469,0.128816917215845,-0.266210375265,0.255010374653318
